TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,PM10
201804121200,146.0,34.0,2.2,1012.1,1019.3,17.8,-0.4,29.0,5.9,-,7.0,1.0,ScCi,2000.0,24.4,3.0,47.0
201804121300,146.0,27.0,2.0,1011.8,1019.0,18.9,2.6,34.0,7.4,-,7.0,0.0,Ci,2000.0,25.6,3.0,52.0
201804121400,146.0,27.0,3.8,1011.4,1018.6,19.4,3.1,34.0,7.6,-,7.0,0.0,Ci,2000.0,25.5,3.0,55.0
201804121500,146.0,27.0,3.2,1011.7,1018.9,18.5,2.7,35.0,7.4,-,8.0,1.0,ScCi,2000.0,23.0,3.0,50.0
201804121600,146.0,27.0,3.0,1011.4,1018.6,17.7,2.4,36.0,7.3,-,8.0,0.0,Ci,2000.0,19.5,3.0,45.0
201804121700,146.0,25.0,2.9,1011.3,1018.5,17.6,4.5,42.0,8.4,-,8.0,0.0,Ci,2000.0,19.4,3.0,37.0
201804121800,146.0,27.0,2.8,1011.5,1018.8,16.1,3.8,44.0,8.0,-,7.0,0.0,Ci,2000.0,16.0,3.0,44.0
201804122100,146.0,27.0,1.1,1014.0,1021.4,11.9,3.6,57.0,7.9,-,2.0,0.0,Ci,1987.0,9.0,3.0,33.0
201804130000,146.0,0.0,0.2,1015.4,1022.9,10.1,3.1,62.0,7.6,-,5.0,0.0,Ci,1987.0,6.7,3.0,26.0
201804130300,146.0,0.0,0.2,1016.0,1023.5,8.5,3.5,71.0,7.8,-,8.0,0.0,Ci,1991.0,7.6,3.0,31.0
201804130400,146.0,9.0,0.8,1015.8,1023.3,8.3,3.3,71.0,7.7,-,7.0,0.0,Ci,2000.0,7.1,3.0,32.0
201804130500,146.0,11.0,1.4,1015.6,1023.1,8.3,3.1,70.0,7.6,-,8.0,0.0,Ci,2000.0,7.5,3.0,38.0
201804130600,146.0,14.0,0.5,1015.9,1023.4,8.6,3.4,70.0,7.8,-,8.0,5.0,AcCi,2000.0,7.6,3.0,33.0
201804130700,146.0,14.0,0.5,1016.0,1023.5,9.2,2.9,65.0,7.5,-,8.0,8.0,Ac,2000.0,8.2,3.0,36.0
201804130800,146.0,18.0,0.5,1015.9,1023.4,11.2,2.4,55.0,7.3,-,7.0,7.0,Ac,1999.0,11.3,3.0,37.0
201804130900,146.0,0.0,0.3,1016.0,1023.4,13.6,2.1,46.0,7.1,-,9.0,9.0,Ac,2000.0,14.1,3.0,47.0
201804131000,146.0,34.0,0.7,1015.7,1023.1,15.5,1.2,38.0,6.7,-,9.0,9.0,Ac,2000.0,15.9,3.0,50.0
201804131100,146.0,36.0,0.6,1015.2,1022.5,17.2,0.3,32.0,6.2,-,9.0,9.0,Ac,2000.0,16.3,3.0,47.0
201804131200,146.0,23.0,1.3,1015.0,1022.2,18.3,0.4,30.0,6.3,-,9.0,9.0,Ac,2000.0,16.8,3.0,34.0
201804131300,146.0,23.0,2.1,1014.5,1021.7,17.9,2.9,37.0,7.5,-,9.0,9.0,Ac,2000.0,17.2,3.0,45.0
201804131400,146.0,27.0,2.1,1014.1,1021.3,17.6,3.4,39.0,7.8,-,9.0,9.0,Ac,2000.0,17.8,3.0,57.0
201804131500,146.0,27.0,1.0,1013.3,1020.5,17.8,2.1,35.0,7.1,-,9.0,9.0,Ac,2000.0,17.0,3.0,43.0
201804131600,146.0,27.0,1.6,1013.1,1020.3,17.6,3.4,39.0,7.8,-,10.0,10.0,As,2000.0,16.1,3.0,47.0
201804131700,146.0,34.0,0.6,1012.7,1019.9,18.0,2.6,36.0,7.4,-,10.0,10.0,As,2000.0,16.2,3.0,38.0
201804131800,146.0,36.0,0.9,1012.1,1019.4,17.1,4.4,43.0,8.4,-,10.0,10.0,As,2000.0,14.9,3.0,44.0
201804132100,146.0,14.0,1.8,1011.7,1019.0,15.9,0.4,35.0,6.3,-,10.0,7.0,ScAs,2000.0,12.0,3.0,24.0
201804132300,146.0,11.0,2.1,1010.8,1018.1,15.2,0.5,37.0,6.3,01,10.0,7.0,StNs,323.0,11.4,4.0,28.0
201804140000,146.0,14.0,0.9,1009.8,1017.1,14.8,-0.1,36.0,6.1,01,10.0,7.0,StNs,1764.0,11.2,3.0,25.0
201804140100,146.0,9.0,1.4,1008.5,1015.8,14.7,0.1,37.0,6.2,01,10.0,7.0,StNs,2000.0,11.0,4.0,27.0
201804140200,146.0,14.0,1.9,1007.7,1015.0,14.2,-0.3,37.0,6.0,01,10.0,7.0,StNs,1976.0,11.0,4.0,23.0
201804140300,146.0,7.0,1.9,1006.4,1013.8,11.0,4.6,65.0,8.5,1901,10.0,7.0,StNs,768.0,10.4,4.0,22.0
201804140400,146.0,2.0,1.5,1005.3,1012.8,8.5,8.0,97.0,10.7,1901,10.0,7.0,StNs,876.0,10.0,4.0,13.0
201804140500,146.0,36.0,2.4,1003.6,1011.0,8.4,8.0,98.0,10.7,1901,10.0,7.0,StNs,494.0,9.9,4.0,14.0
201804140600,146.0,2.0,1.7,1002.8,1010.3,7.8,7.6,99.0,10.4,1901,10.0,7.0,StNs,971.0,9.8,4.0,5.0
